name,name_input,cas_number,delta_d,delta_p,delta_h,radius,type,subclass,data_type,data_reliability,confidence,source_count,source,source_url,name_iupac,name_common,name_common_all,name_acronyms,product_url,tds_url,sds_url,processing_notes,hidden
LIGNIN,LIGNIN,,20.17,14.61,15.04,11.66,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/LIGNIN/property/IUPACName/JSON,PENDING|haiku: composition of LIGNIN,PENDING|haiku: composition of LIGNIN,LIGNIN,"PENDING|brave:""LIGNIN"" manufacturer product page","PENDING|brave:""LIGNIN"" technical data sheet filetype:pdf","PENDING|brave:""LIGNIN"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
MODAFLOW,MODAFLOW,,16.1,3.7,7.9,8.9,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/MODAFLOW/property/IUPACName/JSON,PENDING|haiku: composition of MODAFLOW,PENDING|haiku: composition of MODAFLOW,,"PENDING|brave:""MODAFLOW"" manufacturer product page","PENDING|brave:""MODAFLOW"" technical data sheet filetype:pdf","PENDING|brave:""MODAFLOW"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
VIPLA KR (PVC),VIPLA KR (PVC),,18.4,6.6,8.0,3.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/VIPLA KR (PVC)/property/IUPACName/JSON,PENDING|haiku: composition of VIPLA KR (PVC),PENDING|haiku: composition of VIPLA KR (PVC),VIPLA; KR; PVC,"PENDING|brave:""VIPLA KR (PVC)"" manufacturer product page","PENDING|brave:""VIPLA KR (PVC)"" technical data sheet filetype:pdf","PENDING|brave:""VIPLA KR (PVC)"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
CERECLOR 70,CERECLOR 70,,20.0,8.3,6.8,9.8,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/CERECLOR 70/property/IUPACName/JSON,PENDING|haiku: composition of CERECLOR 70,PENDING|haiku: composition of CERECLOR 70,,"PENDING|brave:""CERECLOR 70"" manufacturer product page","PENDING|brave:""CERECLOR 70"" technical data sheet filetype:pdf","PENDING|brave:""CERECLOR 70"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
CHLOROPAR 40,CHLOROPAR 40,,17.0,7.6,7.9,11.9,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/CHLOROPAR 40/property/IUPACName/JSON,PENDING|haiku: composition of CHLOROPAR 40,PENDING|haiku: composition of CHLOROPAR 40,,"PENDING|brave:""CHLOROPAR 40"" manufacturer product page","PENDING|brave:""CHLOROPAR 40"" technical data sheet filetype:pdf","PENDING|brave:""CHLOROPAR 40"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PERGUT S 5,PERGUT S 5,,17.4,9.5,3.8,10.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PERGUT S 5/property/IUPACName/JSON,PENDING|haiku: composition of PERGUT S 5,PENDING|haiku: composition of PERGUT S 5,PERGUT,"PENDING|brave:""PERGUT S 5"" manufacturer product page","PENDING|brave:""PERGUT S 5"" technical data sheet filetype:pdf","PENDING|brave:""PERGUT S 5"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
ALLOPREN R10,ALLOPREN R10,,17.4,4.3,3.9,6.1,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/ALLOPREN R10/property/IUPACName/JSON,PENDING|haiku: composition of ALLOPREN R10,PENDING|haiku: composition of ALLOPREN R10,,"PENDING|brave:""ALLOPREN R10"" manufacturer product page","PENDING|brave:""ALLOPREN R10"" technical data sheet filetype:pdf","PENDING|brave:""ALLOPREN R10"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PARLON P 10,PARLON P 10,,20.26,6.32,5.4,10.64,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PARLON P 10/property/IUPACName/JSON,PENDING|haiku: composition of PARLON P 10,PENDING|haiku: composition of PARLON P 10,PARLON,"PENDING|brave:""PARLON P 10"" manufacturer product page","PENDING|brave:""PARLON P 10"" technical data sheet filetype:pdf","PENDING|brave:""PARLON P 10"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
HYPALON 20,HYPALON 20,,18.1,3.4,4.9,3.6,chlorinated rubber,chlorosulfonated polyethylene (CSM),material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/HYPALON 20/property/IUPACName/JSON,DuPont chlorosulfonated PE rubber,DuPont chlorosulfonated PE rubber,,"PENDING|brave:""HYPALON 20"" manufacturer product page","PENDING|brave:""HYPALON 20"" technical data sheet filetype:pdf","PENDING|brave:""HYPALON 20"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
HYPALON 30,HYPALON 30,,18.2,4.7,2.0,5.0,chlorinated rubber,chlorosulfonated polyethylene (CSM),material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/HYPALON 30/property/IUPACName/JSON,DuPont chlorosulfonated PE rubber,DuPont chlorosulfonated PE rubber,,"PENDING|brave:""HYPALON 30"" manufacturer product page","PENDING|brave:""HYPALON 30"" technical data sheet filetype:pdf","PENDING|brave:""HYPALON 30"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
ALPEX,ALPEX,,19.9,0.0,0.0,9.4,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/ALPEX/property/IUPACName/JSON,PENDING|haiku: composition of ALPEX,PENDING|haiku: composition of ALPEX,ALPEX,"PENDING|brave:""ALPEX"" manufacturer product page","PENDING|brave:""ALPEX"" technical data sheet filetype:pdf","PENDING|brave:""ALPEX"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
1/2-sec.-NITRO CELLULOSE  H 23,1/2-sec.-NITRO CELLULOSE  H 23,,15.41,14.73,8.84,11.46,cellulosic,cellulose,time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/1/2-sec.-NITRO CELLULOSE  H 23/property/IUPACName/JSON,cellulose,cellulose,NITRO,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
CELLOLYN 102,CELLOLYN 102,,21.73,0.94,8.53,15.75,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/CELLOLYN 102/property/IUPACName/JSON,PENDING|haiku: composition of CELLOLYN 102,PENDING|haiku: composition of CELLOLYN 102,,"PENDING|brave:""CELLOLYN 102"" manufacturer product page","PENDING|brave:""CELLOLYN 102"" technical data sheet filetype:pdf","PENDING|brave:""CELLOLYN 102"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PENTALYN 255,PENTALYN 255,,17.55,9.37,14.32,10.64,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PENTALYN 255/property/IUPACName/JSON,PENDING|haiku: composition of PENTALYN 255,PENDING|haiku: composition of PENTALYN 255,,"PENDING|brave:""PENTALYN 255"" manufacturer product page","PENDING|brave:""PENTALYN 255"" technical data sheet filetype:pdf","PENDING|brave:""PENTALYN 255"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PENTALYN 830,PENTALYN 830,,20.03,5.81,10.93,11.66,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PENTALYN 830/property/IUPACName/JSON,PENDING|haiku: composition of PENTALYN 830,PENDING|haiku: composition of PENTALYN 830,,"PENDING|brave:""PENTALYN 830"" manufacturer product page","PENDING|brave:""PENTALYN 830"" technical data sheet filetype:pdf","PENDING|brave:""PENTALYN 830"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
ESTER GUM BL,ESTER GUM BL,,19.64,4.73,7.77,10.64,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/ESTER GUM BL/property/IUPACName/JSON,PENDING|haiku: composition of ESTER GUM BL,PENDING|haiku: composition of ESTER GUM BL,ESTER; GUM; BL,"PENDING|brave:""ESTER GUM BL"" manufacturer product page","PENDING|brave:""ESTER GUM BL"" technical data sheet filetype:pdf","PENDING|brave:""ESTER GUM BL"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
VERSAMID 930,VERSAMID 930,,17.43,-1.92,14.89,9.62,polyamide resin,dimer acid-based polyamide,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/VERSAMID 930/property/IUPACName/JSON,Cognis/BASF dimer acid polyamide; used as epoxy hardener,Cognis/BASF dimer acid polyamide; used as epoxy hardener,,"PENDING|brave:""VERSAMID 930"" manufacturer product page","PENDING|brave:""VERSAMID 930"" technical data sheet filetype:pdf","PENDING|brave:""VERSAMID 930"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
VERSAMID 961,VERSAMID 961,,18.9,9.6,11.1,6.2,polyamide resin,dimer acid-based polyamide,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/VERSAMID 961/property/IUPACName/JSON,Cognis/BASF dimer acid polyamide; used as epoxy hardener,Cognis/BASF dimer acid polyamide; used as epoxy hardener,,"PENDING|brave:""VERSAMID 961"" manufacturer product page","PENDING|brave:""VERSAMID 961"" technical data sheet filetype:pdf","PENDING|brave:""VERSAMID 961"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
VERSAMID 965,VERSAMID 965,,20.15,6.04,12.9,9.2,polyamide resin,dimer acid-based polyamide,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/VERSAMID 965/property/IUPACName/JSON,Cognis/BASF dimer acid polyamide; used as epoxy hardener,Cognis/BASF dimer acid polyamide; used as epoxy hardener,,"PENDING|brave:""VERSAMID 965"" manufacturer product page","PENDING|brave:""VERSAMID 965"" technical data sheet filetype:pdf","PENDING|brave:""VERSAMID 965"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
DESMODUR  L,DESMODUR  L,,17.5,11.3,5.9,8.5,polyurethane precursor,polyisocyanate,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/DESMODUR  L/property/IUPACName/JSON,Covestro polyisocyanate crosslinker,Covestro polyisocyanate crosslinker,,"PENDING|brave:""DESMODUR  L"" manufacturer product page","PENDING|brave:""DESMODUR  L"" technical data sheet filetype:pdf","PENDING|brave:""DESMODUR  L"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
DESMODUR N,DESMODUR N,,17.6,10.0,3.7,9.3,polyurethane precursor,polyisocyanate,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/DESMODUR N/property/IUPACName/JSON,Covestro polyisocyanate crosslinker,Covestro polyisocyanate crosslinker,,"PENDING|brave:""DESMODUR N"" manufacturer product page","PENDING|brave:""DESMODUR N"" technical data sheet filetype:pdf","PENDING|brave:""DESMODUR N"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
SUPRASEC F-5100,SUPRASEC F-5100,,19.7,12.9,12.8,11.4,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/SUPRASEC F-5100/property/IUPACName/JSON,PENDING|haiku: composition of SUPRASEC F-5100,PENDING|haiku: composition of SUPRASEC F-5100,,"PENDING|brave:""SUPRASEC F-5100"" manufacturer product page","PENDING|brave:""SUPRASEC F-5100"" technical data sheet filetype:pdf","PENDING|brave:""SUPRASEC F-5100"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
MOWITAL B 30 H,MOWITAL B 30 H,,18.6,12.9,10.3,8.3,polyvinyl acetal,poly(vinyl butyral) (PVB),material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/MOWITAL B 30 H/property/IUPACName/JSON,Kuraray PVB resin; coating/film grade,Kuraray PVB resin; coating/film grade,,"PENDING|brave:""MOWITAL B 30 H"" manufacturer product page","PENDING|brave:""MOWITAL B 30 H"" technical data sheet filetype:pdf","PENDING|brave:""MOWITAL B 30 H"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
MOWITAL B 60 H,MOWITAL B 60 H,,20.2,11.2,13.3,11.2,polyvinyl acetal,poly(vinyl butyral) (PVB),material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/MOWITAL B 60 H/property/IUPACName/JSON,Kuraray PVB resin; coating/film grade,Kuraray PVB resin; coating/film grade,,"PENDING|brave:""MOWITAL B 60 H"" manufacturer product page","PENDING|brave:""MOWITAL B 60 H"" technical data sheet filetype:pdf","PENDING|brave:""MOWITAL B 60 H"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
BUTVAR B 76,BUTVAR B 76,,18.6,4.36,13.03,10.64,polyvinyl acetal,poly(vinyl butyral) (PVB),material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/BUTVAR B 76/property/IUPACName/JSON,Solutia/Eastman PVB resin,Solutia/Eastman PVB resin,BUTVAR,"PENDING|brave:""BUTVAR B 76"" manufacturer product page","PENDING|brave:""BUTVAR B 76"" technical data sheet filetype:pdf","PENDING|brave:""BUTVAR B 76"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
LUCITE 2042 PEMA,LUCITE 2042 PEMA,,17.6,9.66,3.97,10.64,acrylic,poly(methyl methacrylate) (PMMA),material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/LUCITE 2042 PEMA/property/IUPACName/JSON,Lucite International PMMA,Lucite International PMMA,LUCITE; PEMA,"PENDING|brave:""LUCITE 2042 PEMA"" manufacturer product page","PENDING|brave:""LUCITE 2042 PEMA"" technical data sheet filetype:pdf","PENDING|brave:""LUCITE 2042 PEMA"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
LUCITE 2044 PMMA,LUCITE 2044 PMMA,,16.2,6.8,5.7,9.1,acrylic,poly(methyl methacrylate) (PMMA),material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/LUCITE 2044 PMMA/property/IUPACName/JSON,Lucite International PMMA,Lucite International PMMA,LUCITE; PMMA,"PENDING|brave:""LUCITE 2044 PMMA"" manufacturer product page","PENDING|brave:""LUCITE 2044 PMMA"" technical data sheet filetype:pdf","PENDING|brave:""LUCITE 2044 PMMA"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PLEXIGUM MB319,PLEXIGUM MB319,,18.6,10.8,4.1,11.5,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PLEXIGUM MB319/property/IUPACName/JSON,PENDING|haiku: composition of PLEXIGUM MB319,PENDING|haiku: composition of PLEXIGUM MB319,,"PENDING|brave:""PLEXIGUM MB319"" manufacturer product page","PENDING|brave:""PLEXIGUM MB319"" technical data sheet filetype:pdf","PENDING|brave:""PLEXIGUM MB319"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PLEXIGUM M527,PLEXIGUM M527,,18.4,9.4,6.5,10.7,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PLEXIGUM M527/property/IUPACName/JSON,PENDING|haiku: composition of PLEXIGUM M527,PENDING|haiku: composition of PLEXIGUM M527,,"PENDING|brave:""PLEXIGUM M527"" manufacturer product page","PENDING|brave:""PLEXIGUM M527"" technical data sheet filetype:pdf","PENDING|brave:""PLEXIGUM M527"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PMMA,PMMA,9011-14-7,18.64,10.52,7.51,8.59,acrylic,acrylate polymer,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,poly(methyl 2-methylprop-2-enoate),PMMA; acrylic glass; Plexiglas; Perspex; Lucite,PMMA; acrylic glass; Plexiglas; Perspex; Lucite,PMMA,PENDING|wikipedia:https://en.wikipedia.org/wiki/PMMA,,"PENDING|brave:""PMMA polymer"" SDS site:sigmaaldrich.com",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] MW-range CAS — not grade specific,false
