name,name_input,cas_number,delta_d,delta_p,delta_h,radius,type,confidence,source_count,source,source_url,name_iupac,name_common,name_common_all,name_acronyms,subclass,product_url
EPOCRYL E-11,EPOCRYL E-11 ?,,17.3,12.9,12.1,8.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,EPOCRYL E-11,EPOCRYL E-11,,Epoxy Acrylate,
ESTANE X-7 DIO XANE ONLY,ESTANE X-7 ?? DIO XANE ONLY,,19.0,1.8,7.4,1.0,Polyurethane,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,ESTANE X-7 DIO XANE ONLY,ESTANE X-7 DIO XANE ONLY,,TPU,
HEXADECYL MONOESTER TRIME,HEXADECYL MONOESTER TRIME,,19.0,11.6,14.0,11.9,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,HEXADECYL MONOESTER TRIME,HEXADECYL MONOESTER TRIME,,,
HYDR SPERM OIL WX135,HYDR SPERM OIL WX135,,20.0,4.0,2.0,5.0,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,HYDR SPERM OIL WX135,HYDR SPERM OIL WX135,,,
HYPALON 20 CHL SULF PE,HYPALON 20 CHL SULF PE,,17.8,3.2,4.4,4.1,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Chlorosulfonated polyethylene,chlorosulfonated PE,CSM; CSPE,,CSM,
HYPALON 30,HYPALON 30,,17.8,3.4,3.2,5.1,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Chlorosulfonated polyethylene,chlorosulfonated PE,CSM; CSPE,,CSM,
KETONE RESIN S588,KETONE RESIN S588,,18.0,10.8,13.2,12.2,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,KETONE RESIN S588,KETONE RESIN S588,,Ketone Resin,
SANTOLITE MHP ARYLSULFONA,SANTOLITE MHP ARYLSULFONA,,18.4,12.0,8.4,10.6,Amino Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SANTOLITE MHP ARYLSULFONA,SANTOLITE MHP ARYLSULFONA,,,
pTOLSULFONAMIDE-FORMALDEH,pTOLSULFONAMIDE-FORMALDEH,,24.6,18.6,16.4,20.907248,Amino Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,pTOLSULFONAMIDE-FORMALDEH,pTOLSULFONAMIDE-FORMALDEH,,,
VYHH-NIF REPT,VYHH-NIF REPT,,17.4,9.9,6.7,7.5,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VYHH-NIF REPT,VYHH-NIF REPT,,PVC,
PVF,PVF? (DMF ONLY GOOD SOLVENT),,17.4,13.7,11.3,2.0,Fluoropolymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PVF,DMF ONLY GOOD SOLVENT,,,
PES SOL,PES SOL,,19.6,10.8,9.2,6.2,Polysulfone / PES / PPS,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PES SOL,PES SOL,,,
LARD 37C,LARD 37C,,15.9,1.16,5.41,12.03,Biological & Other,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,LARD 37C,LARD 37C,,,
LARD 23C,LARD 23C,,17.69,2.66,4.36,7.98,Biological & Other,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,LARD 23C,LARD 23C,,,
1%IN WATER -AMINES,1%IN WATER -AMINES,,15.07,20.44,16.5,18.12,Biological & Other,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,1%IN WATER -AMINES,1%IN WATER -AMINES,,Aqueous,
1%IN WATER +AMINES,1%IN WATER +AMINES,,14.96,18.33,15.15,16.22,Biological & Other,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,1%IN WATER +AMINES,1%IN WATER +AMINES,,Aqueous,
BLOOD SERUM,BLOOD SERUM,,23.2,22.73,30.6,20.48,Biological & Other,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,BLOOD SERUM,BLOOD SERUM,,,
SUCROSE,SUCROSE,,21.67,26.26,29.62,20.44,Biological & Other,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SUCROSE,SUCROSE,,,
UREA,UREA,,20.9,18.7,26.4,19.42,Biological & Other,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,UREA,UREA,,,
PSORIASIS SCALES,PSORIASIS SCALES,,24.64,11.94,12.92,19.04,Biological & Other,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PSORIASIS SCALES,PSORIASIS SCALES,,,
LIGNIN,LIGNIN,9005-53-2,20.61,13.88,15.25,11.83,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Lignin,lignin,lignosulfonate; technical lignin,,Lignin,
CHOLESTEROL,CHOLESTEROL,,20.4,2.8,9.4,12.6,Biological & Other,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CHOLESTEROL,CHOLESTEROL,,,
CHLOROPHYLL,CHLOROPHYLL,,20.2,15.6,18.2,11.1,Biological & Other,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CHLOROPHYLL,CHLOROPHYLL,,,
CELLULOSE-PAPER STRENGTH,CELLULOSE-PAPER STRENGTH,,25.4,18.6,24.8,21.7,Cellulosic Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CELLULOSE-PAPER STRENGTH,CELLULOSE-PAPER STRENGTH,,,
PSU ULTRASON S,PSU ULTRASON S,,19.7,8.3,8.3,8.0,Polysulfone / PES / PPS,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PSU ULTRASON S,PSU ULTRASON S,,,
BAREX 210 CR,BAREX 210 CR,,20.1,9.1,12.7,10.9,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,BAREX 210 CR,BAREX 210 CR,,Acrylonitrile copolymer,
BAREX 210 CR-STYRENE,BAREX 210 CR-STYRENE,,17.7,8.9,10.9,6.4,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,BAREX 210 CR-STYRENE,BAREX 210 CR-STYRENE,,,
Paraloid B72,PARALOID B72,,17.6,7.4,5.6,9.4,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,Paraloid B72,Paraloid B72,,,
ESTIMATE DRIED OIL,ESTIMATE DRIED OIL,,16.0,6.0,7.0,5.0,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,ESTIMATE DRIED OIL,ESTIMATE DRIED OIL,,Drying oil,
DAMMAR DEWAXED,DAMMAR DEWAXED,,19.0,2.0,9.0,9.0,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Dammar resin,dammar,dammar varnish; dammer resin,,Dammar,
LDPE PERM>80,LDPE PERM>80,,16.5,4.5,0.5,6.0,Polyolefin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,LDPE PERM>80,LDPE PERM>80,,,
LDPE PERM<,LDPE PERM<,,0.8,15.3,5.3,2.5,Polyolefin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,LDPE PERM<,LDPE PERM<,,,
TOLONATE HDT,TOLONATE HDT (RH-POULENC),,19.0,11.0,3.0,12.0,Polyurethane,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,TOLONATE HDT,RH-POULENC,,,
TOLONATE HDB,TOLONATE HDB (RH-POULENC),,19.0,11.0,2.0,11.3,Polyurethane,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,TOLONATE HDB,RH-POULENC,,,
R ACM,R ACM,,16.8,11.8,11.6,17.0,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R ACM,R ACM,,,
R BUTYL,R BUTYL,,18.0,0.0,3.0,9.0,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R BUTYL,R BUTYL,,,
R ECO,R ECO,,21.3,8.1,6.1,12.0,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R ECO,R ECO,,ECO,
R CSM,R CSM,,28.0,14.0,3.4,28.3,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R CSM,R CSM,,Chlorinated/Halogenated Rubber,
R EBONITE,R EBONITE (DATA FIT 0.722),,18.7,6.1,2.7,6.6,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R EBONITE,DATA FIT 0.722,,Ebonite,
R ETHYLENE/PROPYLENE,R ETHYLENE/PROPYLENE,,16.6,0.0,5.2,9.1,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R ETHYLENE/PROPYLENE,R ETHYLENE/PROPYLENE,,EPDM,
R FQ FL/SI,R FQ FL/SI,,15.9,20.1,6.9,16.8,Fluoropolymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R FQ FL/SI,R FQ FL/SI,,,
R FKM,R FKM (VITON) (0.76 DATA FIT),,11.6,23.0,5.0,21.6,Fluoropolymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R FKM,VITON,,,
R NR NAT RUB,R NR NAT RUB,,20.8,1.8,3.6,14.0,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Polyisoprene, natural",natural rubber,NR; natural rubber,,Natural rubber,
R NBR,R NBR,,19.8,17.8,3.2,19.007248,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R NBR,R NBR,,,
R CR CHLOROPRENE,R CR CHLOROPRENE,,24.6,8.6,6.4,20.4,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R CR CHLOROPRENE,R CR CHLOROPRENE,,,
R AU ESTER PU,R AU ESTER PU,,17.9,13.3,10.7,17.1,Polyurethane,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R AU ESTER PU,R AU ESTER PU,,,
R PEU ETHER PU,R PEU ETHER PU,,17.9,13.3,10.7,17.1,Polyurethane,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R PEU ETHER PU,R PEU ETHER PU,,,
R T SULPHIDE,R T SULPHIDE,,25.3,17.3,6.7,23.6,Polysulfone / PES / PPS,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R T SULPHIDE,R T SULPHIDE,,Polysulfide,
R Q SILICONE (0.748 D ATA FIT),R Q SILICONE (0.748 D ATA FIT),,13.8,5.0,1.2,14.3,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R Q SILICONE (0.748 D ATA FIT),R Q SILICONE (0.748 D ATA FIT),,Silicone,
R SBR,R SBR,,17.2,6.0,4.6,9.8,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R SBR,R SBR,,,
R TFP TETFLPROP (0.744 DATA FIT),R TFP TETFLPROP (0.744 DATA FIT),,16.6,6.8,0.6,7.9,Fluoropolymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R TFP TETFLPROP (0.744 DATA FIT),R TFP TETFLPROP (0.744 DATA FIT),,,
R ABS,R ABS,,17.6,8.6,6.4,10.9,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R ABS,R ABS,,,
R CELLULOSE ACETATE,R CELLULOSE ACETATE,,14.9,7.1,11.1,12.4,Cellulosic Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R CELLULOSE ACETATE,R CELLULOSE ACETATE,,,
R CHLORINATED PVC,R CHLORINATED PVC,,17.5,6.5,5.5,6.3,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R CHLORINATED PVC,R CHLORINATED PVC,,,
R DIALLYLPHTHALATE,R DIALLYLPHTHALATE,,22.2,12.2,8.6,15.8,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R DIALLYLPHTHALATE,R DIALLYLPHTHALATE,,,
R POM ACETAL,R POM ACETAL,,17.2,9.0,9.8,5.3,Polyacetal / PEI / PC,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R POM ACETAL,R POM ACETAL,,,
R PA12,R PA12,,18.5,8.1,9.1,6.3,Polyamide,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R PA12,R PA12,,,
R PA66,R PA66,,18.2,8.8,10.8,5.2,Polyamide,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R PA66,R PA66,,,
R POLYAMIDEIMIDE,R POLYAMIDEIMIDE,,18.5,5.7,8.7,4.2,Polyamide,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R POLYAMIDEIMIDE,R POLYAMIDEIMIDE,,,
R POLYBUTYLENETEREPH,R POLYBUTYLENETEREPH,,18.0,5.6,8.4,4.5,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R POLYBUTYLENETEREPH,R POLYBUTYLENETEREPH,,,
R POLYCARBONATE,R POLYCARBONATE,,19.1,10.9,5.1,12.1,Polyacetal / PEI / PC,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R POLYCARBONATE,R POLYCARBONATE,,,
R HDPE/LDPE,R HDPE/LDPE,,17.5,4.3,8.3,3.9,Polyolefin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R HDPE/LDPE,R HDPE/LDPE,,,
R PET,R PET,,19.1,6.3,9.1,4.8,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R PET,R PET,,Saturated Polyester,
R POLYIMIDES,R POLYIMIDES,,24.3,19.5,22.9,21.6,Polysulfone / PES / PPS,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R POLYIMIDES,R POLYIMIDES,,Polyimide,
R PMMA,R PMMA,,19.3,16.7,4.7,17.4,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R PMMA,R PMMA,,,
R TPX,R TPX,,18.8,1.4,6.4,7.9,Polyolefin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R TPX,R TPX,,Poly(4-methylpentene),
R POLYPHENYLENEOXIDE,R POLYPHENYLENEOXIDE,,16.9,8.9,2.7,11.7,Polyacetal / PEI / PC,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R POLYPHENYLENEOXIDE,R POLYPHENYLENEOXIDE,,,
R POLYSULPHONE,R POLYSULPHONE,,19.8,11.2,6.2,11.3,Polysulfone / PES / PPS,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R POLYSULPHONE,R POLYSULPHONE,,,
R EPOXY COLD CURING,R EPOXY COLD CURING,,16.8,10.8,8.8,8.2,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R EPOXY COLD CURING,R EPOXY COLD CURING,,,
R EPOXY HOT CURING,R EPOXY HOT CURING,,18.3,12.3,9.7,7.3,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R EPOXY HOT CURING,R EPOXY HOT CURING,,,
R HET RESIN,R HET RESIN,,17.5,11.3,8.3,8.6,Phenolic Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R HET RESIN,R HET RESIN,,HET resin,
R ISOPHTHALIC,R ISOPHTHALIC,,19.8,17.4,4.2,18.0,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R ISOPHTHALIC,R ISOPHTHALIC,,,
R TEREPHTALIC,R TEREPHTALIC,,19.8,17.4,4.2,18.0,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R TEREPHTALIC,R TEREPHTALIC,,,
EPIKOTE 828 (60%),EPIKOTE 828 (60%),,16.6,14.0,2.8,14.9,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Bisphenol A diglycidyl ether,DGEBA epoxy resin,DGEBA; bisphenol-A epoxy; liquid epoxy resin,EP,DGEBA epoxy,
EPIKOTE 828 (30%),EPIKOTE 828 (30%),,16.3,16.4,1.9,16.7,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Bisphenol A diglycidyl ether,DGEBA epoxy resin,DGEBA; bisphenol-A epoxy; liquid epoxy resin,EP,DGEBA epoxy,
EPIKOTE 1001 (60%),EPIKOTE 1001 (60%),,15.8,16.3,3.3,16.4,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Bisphenol A diglycidyl ether, MW ~1000",solid epoxy resin,BPA epoxy; DGEBA; solid epoxy,EP,BPA epoxy solid,
EPIKOTE 1001 (40%),EPIKOTE 1001 (40%),,16.3,13.1,6.3,10.9,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Bisphenol A diglycidyl ether, MW ~1000",solid epoxy resin,BPA epoxy; DGEBA; solid epoxy,EP,BPA epoxy solid,
EPIKOTE 1001 (20%),EPIKOTE 1001 (20%),,19.8,13.6,8.9,12.0,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Bisphenol A diglycidyl ether, MW ~1000",solid epoxy resin,BPA epoxy; DGEBA; solid epoxy,EP,BPA epoxy solid,
EPIKOTE 1001 (10%),EPIKOTE 1001 (10%),,18.1,11.4,9.0,9.1,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Bisphenol A diglycidyl ether, MW ~1000",solid epoxy resin,BPA epoxy; DGEBA; solid epoxy,EP,BPA epoxy solid,
EPIKOTE 1004 (60%),EPIKOTE 1004 (60%),,17.7,10.1,7.6,9.8,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Bisphenol A diglycidyl ether, MW ~1600",solid epoxy resin,BPA epoxy; solid epoxy resin,EP,BPA epoxy solid,
EPIKOTE 1004 (30%),EPIKOTE 1004 (30%),,18.5,9.3,8.0,9.6,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Bisphenol A diglycidyl ether, MW ~1600",solid epoxy resin,BPA epoxy; solid epoxy resin,EP,BPA epoxy solid,
EPIKOTE 1007 (30%),EPIKOTE 1007 (30%),,18.6,10.6,8.1,8.8,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Bisphenol A diglycidyl ether, MW ~2900",high-MW solid epoxy resin,DGEBA; solid epoxy,EP,BPA epoxy solid,
EPIKOTE 1009 (60%),EPIKOTE 1009 (60%),,17.0,9.6,8.5,7.6,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Bisphenol A diglycidyl ether, MW ~3750",high-MW solid epoxy resin,DGEBA; solid epoxy,EP,BPA epoxy solid,
