name,name_input,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molar_volume,molecular_weight,boiling_point,density,category,cf_class,cf_subclass,name_iupac,name_common,name_common_all,name_acronyms,ghs_hazard,confidence,source_count,source,source_url,processing_notes
"1,4-Dihydroxybenzene (1,4-Benzenediol)","1,4-Dihydroxybenzene (1,4-Benzenediol)",123-31-9,,,21.0,10.2,27.2,82.7,,,,alcohol,Phenols,Benzenediols,"benzene-1,4-diol","1,4-Dihydroxybenzene (1,4-Benzenediol)","1,4-Dihydroxybenzene (1,4-Benzenediol)",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 1,4-Dihydroxybenzene (1,4-Benzenediol)"
"1,4-Dioxane","1,4-Dioxane",123-91-1,C1COCCO1,C4H8O2,19.0,1.8,7.4,85.7,88.11,,,ether,Dioxanes,"1,4-dioxanes","1,4-dioxane","1,4-Dioxane","1,4-Dioxane; dioxane",dioxane,H225; H319; H335; H350; H351; H332; H336; H372; H315; H370; H373; H313; H331,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/31275,[REF] matched hsp_solvents_2
"1,4-Thioxane","1,4-Thioxane",15980-15-1,C1CSCCO1,C4H8OS,19.0,6.6,7.7,93.5,104.17,,,sulfur compound,Oxathianes,,"1,4-oxathiane","1,4-Thioxane","1,4-Thioxane",,H226; H315; H319; H335,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/27596,[REF] matched hsp_solvents_2
"1,5-Dichloropentane","1,5-Dichloropentane",628-76-2,ClCCCCCCl,C5H10Cl2,19.0,7.8,1.5,127.5,141.04,180.1,,halogenated,Organochlorides,,"1,5-dichloropentane","1,5-Dichloropentane","1,5-Dichloropentane",,H226; H301; H315; H319; H335,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/12353,[REF] matched hsp_solvents_2
"1-Acetoxy-1,3-butadiene","1-Acetoxy-1,3-butadiene",1515-76-0,CC(=O)OC=CC=C,C6H8O2,16.1,4.4,8.3,118.4,112.13,,,acid,Carboxylic acids and derivatives,Carboxylic acid derivatives,"[(1E)-buta-1,3-dienyl] acetate","1-Acetoxy-1,3-Butadiene","1-Acetoxy-1,3-Butadiene",,H226; H302; H311; H315; H319; H335,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/5363433,[REF] matched hsp_solvents_2
1-Bromo Propene (CIS),1-Bromo Propene (CIS),590-13-6,,,16.3,6.4,5.0,84.7,,,,halogenated,Vinyl halides,Vinyl bromides,(Z)-1-bromoprop-1-ene,1-Bromo Propene (Cis),1-Bromo Propene (Cis),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 1-Bromo Propene (CIS)
1-Bromo-4-Ethoxy Benzene,1-Bromo-4-Ethoxy Benzene,588-96-5,CCOc1ccc(Br)cc1,C8H9BrO,19.5,7.7,5.3,140.0,201.06,233.1,,halogenated,Phenol ethers,,1-bromo-4-ethoxybenzene,1-Bromo-4-Ethoxy Benzene,1-Bromo-4-Ethoxy Benzene,,H315; H319; H335,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/68523,[REF] matched hsp_solvents_2
1-Bromonaphtalene,1-Bromonaphtalene,,,,20.3,3.1,4.1,140.0,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: 1-Bromonaphtalene
1-Butanethiol,1-Butanethiol,109-79-5,CCCCS,C4H10S,16.3,5.3,4.5,107.8,90.19,,,hydrocarbon,Thiols,Alkylthiols,butane-1-thiol,1-Butanethiol,1-Butanethiol,,H225; H302; H319; H332; H317; H335; H336; H370; H316; H320; H361; H371,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/8012,[REF] matched hsp_solvents_2
1-Butanol,1-Butanol,71-36-3,CCCCO,C4H10O,16.0,5.7,15.8,91.5,74.12,,,ether,Organooxygen compounds,Alcohols and polyols,butan-1-ol,1-Butanol,1-Butanol; n-BuOH,n-BuOH,H226; H302; H315; H318; H335; H336; H319; H372; H305; H313,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/263,[REF] matched hsp_solvents_2
1-Butene,1-Butene,106-98-9,CCC=C,C4H8,13.2,1.3,3.9,94.3,56.11,,,hydrocarbon,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,but-1-ene,1-Butene,1-Butene,,H220; H280; H320; H336,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/7844,[REF] matched hsp_solvents_2
1-Butenyl Methyl Ether,1-Butenyl Methyl Ether,4696-30-4,CCC=COC,C5H10O,15.1,5.3,5.2,111.9,86.13,,,ether,Organooxygen compounds,,4-methoxybut-1-ene,1-Butenyl Methyl Ether,1-Butenyl Methyl Ether,,H225; H315; H319; H335,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/317680,[REF] matched hsp_solvents_2
1-Chloro Methyl Acrylate,1-Chloro Methyl Acrylate,,,,15.9,7.3,8.5,101.4,,,,ester,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: 1-Chloro Methyl Acrylate
1-Chloro Pentane,1-Chloro Pentane,543-59-9,CCCCCCl,C5H11Cl,16.0,6.9,1.9,120.8,106.59,,,halogenated,Organochlorides,,1-chloropentane,1-Chloro Pentane,1-Chloro Pentane,,H225; H302; H312; H332,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/10977,[REF] matched hsp_solvents_2
1-Chloro Vinyl Ethyl Ether,1-Chloro Vinyl Ethyl Ether,54722-81-5,CCOC(Cl)=C,,16.8,6.5,5.7,104.5,,,,ether,Organooxygen compounds,Ketene acetals,1-chloro vinyl ethyl ether,1-Chloro Vinyl Ethyl Ether,1-Chloro Vinyl Ethyl Ether,,,0.85,1,hsp_polymers_6,https://webbook.nist.gov/cgi/cbook.cgi?ID=54722-81-5,[REF] matched hsp_solvents_2
1-Chloro-1-Fluoro Ethylene,1-Chloro-1-Fluoro Ethylene,2317-91-1,FC(Cl)=C,C2H2ClF,16.0,6.9,4.0,67.6,80.49,-24.1,,ether,Organooxygen compounds,Ketene acetals,1-chloro-1-fluoroethene,1-Chloro-1-Fluoro Ethylene,1-Chloro-1-Fluoro Ethylene,,,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/75344,[REF] matched hsp_solvents_2
1-Chloro-1-Nitroethane,1-Chloro-1-Nitroethane,598-92-5,CC(Cl)[N+]([O-])=O,C2H4ClNO2,16.8,13.5,4.7,85.1,109.51,,,hydrocarbon,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,1-chloro-1-nitroethane,1-Chloro-1-Nitroethane,1-Chloro-1-Nitroethane,,,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/61149,[REF] matched hsp_solvents_2
1-Chloro-2-Butene,1-Chloro-2-Butene,591-97-9,CC=CCCl,C4H7Cl,16.2,7.7,2.0,97.4,90.55,84.0,,halogenated,Organochlorides,,1-chlorobut-2-ene,1-Chloro-2-Butene,1-Chloro-2-Butene,,H225; H302; H314; H315; H317; H318; H332; H412,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/11589,[REF] matched hsp_solvents_2
1-Chloro-2-Ethoxy Benzene,1-Chloro-2-Ethoxy Benzene,614-72-2,CCOc1ccccc1Cl,C8H9ClO,19.2,8.1,4.4,138.7,156.61,,,halogenated,Phenol ethers,,1-chloro-2-ethoxybenzene,1-Chloro-2-Ethoxy Benzene,1-Chloro-2-Ethoxy Benzene,,,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/69197,[REF] matched hsp_solvents_2
1-Chloro-2-Methyl Propene,1-Chloro-2-Methyl Propene,513-37-1,CC(C)=CCl,C4H7Cl,16.1,7.1,4.2,95.6,90.55,68.1,,halogenated,Vinyl halides,Vinyl chlorides,1-chloro-2-methylprop-1-ene,1-Chloro-2-Methyl Propene,1-Chloro-2-Methyl Propene,,H225; H311; H315; H319; H330; H335; H350; H301; H341; H351; H373,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/10555,[REF] matched hsp_solvents_2
1-Chloro-4-Ethoxy Benzene,1-Chloro-4-Ethoxy Benzene,622-61-7,CCOc1ccc(Cl)cc1,C8H9ClO,19.3,6.3,4.4,139.2,156.61,211.9,,halogenated,Phenol ethers,,1-chloro-4-ethoxybenzene,1-Chloro-4-Ethoxy Benzene,1-Chloro-4-Ethoxy Benzene,,H227; H302; H312; H315; H319; H332; H335,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/69326,[REF] matched hsp_solvents_2
1-Chlorobutane,1-Chlorobutane,109-69-3,CCCCCl,C4H9Cl,16.2,5.5,2.0,104.5,92.57,,,halogenated,Organochlorides,,1-chlorobutane,1-Chlorobutane,1-Chlorobutane,,H225; H412; H315; H320; H361,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/8005,[REF] matched hsp_solvents_2
1-Chlorohexane,1-Chlorohexane,544-10-5,CCCCCCCl,C6H13Cl,16.1,6.2,1.7,138.1,120.62,135.0,,halogenated,Organochlorides,,1-chlorohexane,1-Chlorohexane,1-Chlorohexane,,H226; H412,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/10992,[REF] matched hsp_solvents_2
1-Chloronaphthalene,1-Chloronaphthalene,90-13-1,Clc1cccc2ccccc12,C10H7Cl,19.9,4.9,2.5,136.2,162.61,,,aromatic,Naphthalenes,Chloronaphthalenes,1-chloronaphthalene,1-Chloronaphthalene,1-Chloronaphthalene,,H302; H315; H319; H335; H400; H320; H373; H410; H371,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/7003,[REF] matched hsp_solvents_2
1-Chloropropene,1-Chloropropene,590-21-6,CC=CCl,C3H5Cl,15.3,6.9,2.2,82.3,76.52,,,halogenated,Vinyl halides,Vinyl chlorides,1-chloroprop-1-ene,1-Chloropropene,1-Chloropropene,,H224; H225; H302; H315; H319; H336,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/11536,[REF] matched hsp_solvents_2
1-Decanol,1-Decanol,112-30-1,CCCCCCCCCCO,C10H22O,16.0,4.7,10.0,191.8,158.28,,,alcohol,Fatty Acyls,Fatty alcohols,decan-1-ol,1-Decanol,1-Decanol,,H315; H319; H411; H412; H335; H400; H304; H332; H361; H227; H402,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/8174,[REF] matched hsp_solvents_2
1-Decene,1-Decene,872-05-9,CCCCCCCCC=C,C10H20,15.8,1.0,2.2,190.6,140.27,,,hydrocarbon,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,dec-1-ene,1-Decene,1-Decene,,H226; H304; H400; H410; H411; H315,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/13381,[REF] matched hsp_solvents_2
1-Ethoxy Ethoxy-2-Propanol,1-Ethoxy Ethoxy-2-Propanol,4043-59-8,CCOC(C)OCC(C)O,C7H16O3,15.9,5.7,11.7,156.0,148.2,,,ether,Organooxygen compounds,Alcohols and polyols,"1,3-diethoxypropan-2-ol",1-Ethoxy Ethoxy-2-Propanol,1-Ethoxy Ethoxy-2-Propanol,,H319,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/77664,[REF] matched hsp_solvents_2
1-Ethyl Vinyl Ethyl Ether,1-Ethyl Vinyl Ethyl Ether,1528-20-7,CCOC(=C)CC,C6H12O,15.3,4.2,4.6,125.6,100.16,,,ether,Organooxygen compounds,,(E)-1-ethoxybut-1-ene,1-Ethyl Vinyl Ethyl Ether,1-Ethyl Vinyl Ethyl Ether,,,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/5364930,[REF] matched hsp_solvents_2
1-Fluoro Acrylic Acid,1-Fluoro Acrylic Acid,430-99-9,,C3H3FO2,16.0,8.7,13.0,90.0,90.05,,,acid,Carboxylic acids and derivatives,Alpha-halocarboxylic acids and derivatives,2-fluoroprop-2-enoic acid,1-Fluoro Acrylic Acid,1-Fluoro Acrylic Acid,,H314; H318,0.7,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/2782523,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 1-Fluoro Acrylic Acid
1-Fluoro Acrylonitrile,1-Fluoro Acrylonitrile,430-49-9,,C3H2FN,14.1,15.4,5.7,88.8,71.05,,,nitrile,Vinyl halides,Vinyl fluorides,2-fluoroprop-2-enenitrile,1-Fluoro Acrylonitrile,1-Fluoro Acrylonitrile,,,0.7,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/15576991,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 1-Fluoro Acrylonitrile
1-Heptanol,1-Heptanol,111-70-6,CCCCCCCO,C7H16O,16.0,5.3,11.7,141.4,116.2,,,alcohol,Fatty Acyls,Fatty alcohols,heptan-1-ol,1-Heptanol,1-Heptanol,,H319; H227; H315,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/8129,[REF] matched hsp_solvents_2
1-Heptene,1-Heptene,592-76-7,CCCCCC=C,C7H14,15.0,1.1,2.6,141.9,98.19,,,hydrocarbon,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,hept-1-ene,1-Heptene,1-Heptene,,H225; H304; H400; H410; H315; H319; H335; H320,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/11610,[REF] matched hsp_solvents_2
1-Hexanol,1-Hexanol,111-27-3,CCCCCCO,C6H14O,15.9,5.8,12.5,124.9,102.17,,,alcohol,Fatty Acyls,Fatty alcohols,hexan-1-ol,1-Hexanol,1-Hexanol,,H302; H226; H312; H319; H315,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/8103,[REF] matched hsp_solvents_2
1-Hexene,1-Hexene,592-41-6,CCCCC=C,C6H12,14.7,1.1,0.0,126.1,84.16,,,hydrocarbon,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,hex-1-ene,1-Hexene,1-Hexene,,H225; H304; H319; H401; H335; H336,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/11597,[REF] matched hsp_solvents_2
"1-Methoxy-1,3-Butadiene","1-Methoxy-1,3-Butadiene",3036-66-6,COC=CC=C,C5H8O,15.5,8.3,5.4,101.8,84.12,91.6,,ether,Organooxygen compounds,,"(1E)-1-methoxybuta-1,3-diene","1-Methoxy-1,3-Butadiene","1-Methoxy-1,3-Butadiene",,H225; H302,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/5462719,[REF] matched hsp_solvents_2
1-Methyl Imidazole,1-Methyl Imidazole,616-47-7,Cn1ccnc1,C4H6N2,19.7,15.6,11.2,79.5,82.1,198.1,,heterocyclic,Azoles,Imidazoles,1-methylimidazole,1-Methyl Imidazole,1-Methyl Imidazole,,H302; H312; H314; H311; H318; H361,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/1390,[REF] matched hsp_solvents_2
1-Methyl Naphthalene,1-Methyl Naphthalene,90-12-0,Cc1cccc2ccccc12,C11H10,20.6,0.8,4.7,138.8,142.2,,,aromatic,Naphthalenes,,1-methylnaphthalene,1-Methyl Naphthalene,1-Methyl Naphthalene,,H302; H304; H411; H319; H335; H336; H373; H400; H410; H227; H401; H315; H334,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/7002,[REF] matched hsp_solvents_2
1-Methyl Vinyl Methyl Ether,1-Methyl Vinyl Methyl Ether,116-11-0,COC(C)=C,C4H8O,14.8,4.2,5.6,96.1,72.11,35.1,,ether,Organooxygen compounds,,2-methoxyprop-1-ene,1-Methyl Vinyl Methyl Ether,1-Methyl Vinyl Methyl Ether,,H224; H302; H412,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/8300,[REF] matched hsp_solvents_2
1-Naphthol,1-Naphthol,90-15-3,Oc1cccc2ccccc12,C10H8O,19.7,6.3,12.3,131.7,144.17,288.0,,aromatic,Naphthalenes,Naphthols and derivatives,naphthalen-1-ol,1-Naphthol,1-Naphthol,,H302; H312; H315; H318; H335; H311; H317; H400; H410; H412; H411; H314; H371,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/7005,[REF] matched hsp_solvents_2
1-Nitropropane,1-Nitropropane,108-03-2,CCC[N+]([O-])=O,C3H7NO2,16.6,12.3,5.5,88.4,89.09,,,hydrocarbon,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,1-nitropropane,1-Nitropropane,1-Nitropropane,,H226; H302; H312; H332; H331; H319; H335; H336; H370; H351,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/7903,[REF] matched hsp_solvents_2
1-Nonanol,1-Nonanol,143-08-8,CCCCCCCCCO,C9H20O,16.0,4.8,10.6,174.4,144.25,,,alcohol,Fatty Acyls,Fatty alcohols,nonan-1-ol,1-Nonanol,1-Nonanol,,H315; H319; H411; H227; H332; H335; H373,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/8914,[REF] matched hsp_solvents_2
1-Octanol,1-Octanol,111-87-5,CCCCCCCCO,C8H18O,16.0,5.0,11.9,157.7,130.23,,,alcohol,Fatty Acyls,Fatty alcohols,octan-1-ol,1-Octanol,1-Octanol,,H302; H312; H315; H319; H412; H227; H370; H371; H401; H305; H316; H335; H341; H402,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/957,[REF] matched hsp_solvents_2
1-Octene,1-Octene,111-66-0,CCCCCCC=C,C8H16,15.3,1.0,2.4,158.0,112.21,,,hydrocarbon,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,oct-1-ene,1-Octene,1-Octene,,H225; H304; H315; H411; H400; H410; H332; H336,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/8125,[REF] matched hsp_solvents_2
1-Pentanol,1-Pentanol,71-41-0,CCCCCO,C5H12O,15.9,5.9,13.9,108.6,88.15,,,ether,Organooxygen compounds,Alcohols and polyols,pentan-1-ol,1-Pentanol,1-Pentanol,,H226; H315; H332; H335; H314; H318; H319; H371,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/6276,[REF] matched hsp_solvents_2
1-Pentene,1-Pentene,109-67-1,CCCC=C,C5H10,13.9,1.4,3.8,110.4,70.13,,,hydrocarbon,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,pent-1-ene,1-Pentene,1-Pentene,,H224; H304; H315; H319; H412,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/8004,[REF] matched hsp_solvents_2
1-Propanethiol,1-Propanethiol,107-03-9,CCCS,C3H8S,16.1,5.8,5.7,90.5,76.16,,,hydrocarbon,Thiols,Alkylthiols,propane-1-thiol,1-Propanethiol,1-Propanethiol,,H225; H302; H319; H317; H400; H332; H335,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/7848,[REF] matched hsp_solvents_2
1-Propanol,1-Propanol,71-23-8,CCCO,C3H8O,16.0,6.8,17.4,75.2,60.1,,,ether,Organooxygen compounds,Alcohols and polyols,propan-1-ol,1-Propanol,1-Propanol,,H225; H318; H336; H302; H361; H303; H305; H313; H315; H319; H335; H351,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/1031,[REF] matched hsp_solvents_2
"2,2',5,5'-Tetrathiafulvalen","2,2',5,5'-Tetrathiafulvalen",31366-25-3,,C6H4S4,21.0,8.2,8.4,204.0,204.4,,,alcohol,Dithioles,"1,3-dithioles","2-(1,3-dithiol-2-ylidene)-1,3-dithiole","2,2',5,5'-Tetrathiafulvalen","2,2',5,5'-Tetrathiafulvalen",,H317,0.7,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/99451,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 2,2',5,5'-Tetrathiafulvalen"
"2,2,2-Trifluoro Ethano","2,2,2-Trifluoro Ethano",,,,15.4,8.3,16.4,72.3,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,"[CAS] PubChem CID not found for: 2,2,2-Trifluoro Ethano"
"2,2,4-Trimethyl-1,3-Pentanediol","2,2,4-Trimethyl-1,3-Pentanediol",,,,15.1,6.1,9.8,227.4,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,"[CAS] PubChem CID not found for: 2,2,4-Trimethyl-1,3-Pentanediol"
"2,2,4-Trimethylpentane","2,2,4-Trimethylpentane",540-84-1,CC(C)CC(C)(C)C,C8H18,14.1,0.0,0.0,166.1,114.23,,,hydrocarbon,Saturated hydrocarbons,Alkanes,"2,2,4-trimethylpentane","2,2,4-Trimethylpentane","2,2,4-Trimethylpentane",,H225; H304; H315; H336; H400; H410; H224; H302; H335,0.85,1,hsp_polymers_6,,[REF] matched hsp_solvents_2
"2,2,6,6-Tetrachlorocyclohexanone","2,2,6,6-Tetrachlorocyclohexanone",3776-30-5,ClC1(Cl)CCCC(Cl)(Cl)C1=O,C6H6Cl4O,19.5,14.0,6.3,138.8,235.9,,,ether,Organooxygen compounds,Carbonyl compounds,"2,2,6,6-tetrachlorocyclohexan-1-one","2,2,6,6-Tetrachlorocyclohexanone","2,2,6,6-Tetrachlorocyclohexanone",,H302,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/77407,[REF] matched hsp_solvents_2
"2,3,4-Trifluoro Nitrobenzen","2,3,4-Trifluoro Nitrobenzen",,,,19.5,7.7,3.5,122.0,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,"[CAS] PubChem CID not found for: 2,3,4-Trifluoro Nitrobenzen"
"2,3-Benzofuran (Cumaron)","2,3-Benzofuran (Cumaron)",271-89-6,,,18.7,5.1,5.7,110.2,,,,ether,Benzofurans,,1-benzofuran,"2,3-Benzofuran (Cumaron)","2,3-Benzofuran (Cumaron)",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 2,3-Benzofuran (Cumaron)"
"2,3-Butadiene-1-ol","2,3-Butadiene-1-ol",18913-31-0,OC[CH]=[C]=[CH2],C4H6O,16.2,6.6,16.8,76.5,70.09,,,ether,Organooxygen compounds,Alcohols and polyols,"buta-2,3-dien-1-ol","2,3-Butadiene-1-ol","2,3-Butadiene-1-ol",,H226; H315; H319; H335,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/140447,[REF] matched hsp_solvents_2
"2,3-Butylene Carbonate","2,3-Butylene Carbonate",4437-70-1,CC1OC(=O)OC1C,C5H8O3,18.0,16.8,3.1,105.5,116.11,,,ester,Organic carbonic acids and derivatives,Carbonic acid diesters,"4,5-dimethyl-1,3-dioxolan-2-one","2,3-Butylene Carbonate","2,3-Butylene Carbonate",,,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/536113,[REF] matched hsp_solvents_2
"2,3-Dibromoprene","2,3-Dibromoprene",34994-48-4,,C4H4Br2,17.7,11.8,6.4,103.4,211.88,,,halogenated,Vinyl halides,Vinyl bromides,"2,3-dibromobuta-1,3-diene","2,3-Dibromoprene","2,3-Dibromoprene",,,0.7,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/21863425,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 2,3-Dibromoprene"
"2,3-Dichloro-1,3-Butadiene","2,3-Dichloro-1,3-Butadiene",1653-19-6,ClC(=C)C(Cl)=C,C4H4Cl2,17.1,2.3,2.8,104.0,122.98,98.1,,halogenated,Vinyl halides,Vinyl chlorides,"2,3-dichlorobuta-1,3-diene","2,3-Dichloro-1,3-Butadiene","2,3-Dichloro-1,3-Butadiene",,H302; H315; H319; H335; H411,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/15447,[REF] matched hsp_solvents_2
"2,3-Dichloronitrobenzene","2,3-Dichloronitrobenzene",3209-22-1,[O-][N+](=O)c1cccc(Cl)c1Cl,C6H3Cl2NO2,19.7,12.6,4.4,132.5,192.0,257.6,,aromatic,Benzene and substituted derivatives,Nitrobenzenes,"1,2-dichloro-3-nitrobenzene","2,3-Dichloronitrobenzene","2,3-Dichloronitrobenzene",,H301; H302; H373; H411; H401; H315; H370,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/18555,[REF] matched hsp_solvents_2
"2,3-Dichloropropanol","2,3-Dichloropropanol",616-23-9,OCC(Cl)CCl,C3H6Cl2O,17.5,9.2,14.6,95.2,128.98,182.9,,alcohol,Halohydrins,Chlorohydrins,"2,3-dichloropropan-1-ol","2,3-Dichloropropanol","2,3-Dichloropropanol",,H301; H310; H315; H318; H319; H332; H227; H371; H373,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/12018,[REF] matched hsp_solvents_2
"2,3-Dichloropropene","2,3-Dichloropropene",78-88-6,ClCC(Cl)=C,C3H4Cl2,16.2,7.8,3.0,91.6,110.97,94.1,,halogenated,Vinyl halides,Vinyl chlorides,"2,3-dichloroprop-1-ene","2,3-Dichloropropene","2,3-Dichloropropene",,H225; H302; H312; H315; H318; H332; H335; H341; H412; H319; H336,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/6565,[REF] matched hsp_solvents_2
"2,3-Dimethyl-1-Butene","2,3-Dimethyl-1-Butene",,,,14.9,1.2,2.8,125.2,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,"[CAS] PubChem CID not found for: 2,3-Dimethyl-1-Butene"
"2,3-Dithiabutane","2,3-Dithiabutane",,,,17.3,7.8,6.5,88.6,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,"[CAS] PubChem CID not found for: 2,3-Dithiabutane"
"2,4,5-Trichlorothiophenol","2,4,5-Trichlorothiophenol",3773-14-6,Sc1cc(Cl)c(Cl)cc1Cl,C6H3Cl3S,21.0,4.5,9.1,145.0,213.5,,,alcohol,Thiophenols,,"2,4,5-trichlorobenzenethiol","2,4,5-Trichlorothiophenol","2,4,5-Trichlorothiophenol",,H315; H318; H319; H335; H413,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/19597,[REF] matched hsp_solvents_2
"2,4,6-Trichlorophenol","2,4,6-Trichlorophenol",88-06-2,Oc1c(Cl)cc(Cl)cc1Cl,C6H3Cl3O,20.3,5.1,10.8,132.5,197.4,246.1,,alcohol,Phenols,Halophenols,"2,4,6-trichlorophenol","2,4,6-Trichlorophenol","2,4,6-Trichlorophenol",,H302; H315; H319; H351; H400; H410; H335; H361; H370; H372; H411,0.85,1,hsp_polymers_6,https://pubchem.ncbi.nlm.nih.gov/compound/6914,[REF] matched hsp_solvents_2
