name,name_input,cas_number,delta_d,delta_p,delta_h,radius,type,subclass,data_type,data_reliability,confidence,source_count,source,source_url,name_iupac,name_common,name_common_all,name_acronyms,product_url,tds_url,sds_url,processing_notes,hidden
STY/CYCLOL 82/18,STY/CYCLOL 82/18,,18.2,5.6,7.2,5.7,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,STY/CYCLOL 82/18,STY/CYCLOL 82/18,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
STY/2EHA/AA 81/11/8,STY/2EHA/AA 81/11/8,,17.7,4.9,5.9,5.9,Styrenic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,STY/2EHA/AA 81/11/8,STY/2EHA/AA 81/11/8,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
STY/MAA 90/10,STY/MAA 90/10,,18.7,6.3,7.3,6.7,Styrenic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,STY/MAA 90/10,STY/MAA 90/10,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
STY/MA 85/15,STY/MA 85/15,,18.0,9.0,3.0,9.0,Styrenic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,STY/MA 85/15,STY/MA 85/15,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
STY/HALF ESTER MA 60/40,STY/HALF ESTER MA 60/40,,18.9,10.9,10.7,9.7,Styrenic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,STY/HALF ESTER MA 60/40,STY/HALF ESTER MA 60/40,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
STY/PROP HALF E MA 57/43,STY/PROP HALF E MA 57/43,,18.0,9.8,8.4,10.1,Styrenic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,STY/PROP HALF E MA 57/43,STY/PROP HALF E MA 57/43,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
STY/VBE 85/15,STY/VBE 85/15,,17.4,7.8,3.8,7.7,Styrenic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,STY/VBE 85/15,STY/VBE 85/15,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
Styron 440M-27 MOD PS,STYRON 440M-27 MOD PS,,20.0,5.0,1.0,7.0,Styrenic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,Styron 440M-27 MOD PS,Styron 440M-27 MOD PS,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
Styron 475M-27,STYRON 475M-27,,20.0,5.0,1.0,7.0,Styrenic,HIPS,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,High-impact polystyrene,HIPS,high-impact polystyrene; HIPS,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
Styron 480-27,STYRON 480-27,,20.0,6.0,4.0,5.3,Styrenic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,Styron 480-27,Styron 480-27,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
Acryloid K120N,ACRYLOID K120N,,17.6,10.0,3.8,9.5,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,Acryloid K120N,Acryloid K120N,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
DODA 6225,DODA 6225,,19.0,2.0,1.0,3.0,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,DODA 6225,DODA 6225,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
DODA 3457,DODA 3457,,19.0,2.0,1.0,3.0,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,DODA 3457,DODA 3457,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
ELVAX 250,ELVAX 250,,19.0,2.0,1.0,3.0,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,ELVAX 250,ELVAX 250,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
ELVAX 150,ELVAX 150,,18.7,2.3,0.7,6.0,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,ELVAX 150,ELVAX 150,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
ELVAX EOD 3602-1,ELVAX EOD 3602-1,,17.7,3.3,2.7,5.4,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,ELVAX EOD 3602-1,ELVAX EOD 3602-1,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
EXON 470 PVC,EXON 470 PVC,,17.4,7.8,3.8,7.7,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,EXON 470 PVC,EXON 470 PVC,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
EXON 471,EXON 471,,17.9,8.7,2.5,9.0,Vinyl Polymer,PVC,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,EXON 471,EXON 471,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
EXON 473,EXON 473,,17.4,7.8,3.8,7.7,Vinyl Polymer,PVC,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,EXON 473,EXON 473,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
GEON 121,GEON 121,,19.5,6.7,11.1,8.0,Vinyl Polymer,PVC,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,GEON 121,GEON 121,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
POLYCYCLOLa,POLYCYCLOLa,,19.0,9.0,15.0,12.0,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,POLYCYCLOLa,POLYCYCLOLa,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PVBE,PVBE,,16.7,3.7,8.3,8.6,Vinyl Polymer,PVE,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PVBE,PVBE,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PVEE,PVEE,,16.0,4.0,12.0,14.0,Vinyl Polymer,PVEE,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PVEE,PVEE,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
FORMVAR 7/70E PVFORMAL,FORMVAR 7/70E PVFORMAL,,22.2,12.6,14.2,14.0,Vinyl Polymer,PVFormal,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,FORMVAR 7/70E PVFORMAL,FORMVAR 7/70E PVFORMAL,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
FORMVAR 15/95E,FORMVAR 15/95E,,22.2,12.6,14.2,14.0,Vinyl Polymer,PVFormal,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,FORMVAR 15/95E,FORMVAR 15/95E,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PVIBE,PVIBE,,16.0,1.0,8.0,10.0,Vinyl Polymer,PVIBE,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PVIBE,PVIBE,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
SARAN F-120 VCL2/AN,SARAN F-120 VCL2/AN?,,28.8,16.8,0.8,23.7,Vinyl Polymer,PVDC,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,SARAN F-120 VCL2/AN,SARAN F-120 VCL2/AN,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
SARAN F-220,SARAN F-220 ?,,28.8,16.8,0.8,23.7,Vinyl Polymer,PVDC,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,SARAN F-220,SARAN F-220,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
SINCLAIR 3840A,SINCLAIR 3840A,,18.4,4.0,9.6,7.3,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,SINCLAIR 3840A,SINCLAIR 3840A,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VA/EHA/MA 63/33/4,VA/EHA/MA 63/33/4,,17.7,6.3,7.7,5.3,Vinyl Polymer,PVAc,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VA/EHA/MA 63/33/4,VA/EHA/MA 63/33/4,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VA/EHA/CYC/MAA/76/12/8/4,VA/EHA/CYC/MAA/76/12/8/4,,21.2,12.4,13.0,12.6,Vinyl Polymer,PVAc,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VA/EHA/CYC/MAA/76/12/8/4,VA/EHA/CYC/MAA/76/12/8/4,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VA/EA/CY 70/20/10,VA/EA/CY 70/20/10,,20.0,12.0,11.0,15.0,Vinyl Polymer,PVAc,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VA/EA/CY 70/20/10,VA/EA/CY 70/20/10,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VBE/AN/MAA 46/27/27,VBE/AN/MAA 46/27/27,,18.9,11.7,11.1,9.6,Vinyl Polymer,PVE,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VBE/AN/MAA 46/27/27,VBE/AN/MAA 46/27/27,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VBE/MA/MAC46/27/27,VBE/MA/MAC46/27/27,,19.4,13.0,13.8,12.3,Vinyl Polymer,PVE,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VBE/MA/MAC46/27/27,VBE/MA/MAC46/27/27,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VDC/AA 75/25,VDC/AA 75/25 ?,,20.4,11.0,0.8,11.7,Vinyl Polymer,PVDC,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VDC/AA 75/25,VDC/AA 75/25,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VINYLITE AYAA PVAC,VINYLITE AYAA PVAC,,22.9,18.3,7.7,20.4,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VINYLITE AYAA PVAC,VINYLITE AYAA PVAC,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VINYLITE VAGH,VINYLITE VAGH,,17.0,7.8,6.8,7.1,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VINYLITE VAGH,VINYLITE VAGH,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VINYLITE VMCH,VINYLITE VMCH,,18.3,9.7,7.7,8.5,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VINYLITE VMCH,VINYLITE VMCH,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VINYLITE VXCC,VINYLITE VXCC,,18.0,9.4,4.6,8.4,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VINYLITE VXCC,VINYLITE VXCC,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VINYLITE VYHH,VINYLITE VYHH,,19.0,11.0,5.0,10.0,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VINYLITE VYHH,VINYLITE VYHH,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VINYLITE VYLF,VINYLITE VYLF,,18.0,9.4,4.6,8.4,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VINYLITE VYLF,VINYLITE VYLF,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VINYLITE XYHL PVBUTYRAL,VINYLITE XYHL PVBUTYRAL,,19.0,9.0,15.0,12.0,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VINYLITE XYHL PVBUTYRAL,VINYLITE XYHL PVBUTYRAL,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VINYLITE XYSG PVBUTYRAL,VINYLITE XYSG PVBUTYRAL,,19.0,9.0,15.0,12.0,Vinyl Polymer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VINYLITE XYSG PVBUTYRAL,VINYLITE XYSG PVBUTYRAL,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VYSET 69,VYSET 69,,17.9,3.5,7.5,5.9,Acrylic,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VYSET 69,VYSET 69,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
ACRYLAMIDE MONOMER,ACRYLAMIDE MONOMER,79-06-1,16.9,18.1,19.9,17.0,Biological & Other,Monomer,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,ACRYLAMIDE MONOMER,ACRYLAMIDE MONOMER,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
BAKELITE SULFONE P-47,BAKELITE SULFONE P-47,,20.0,3.0,6.0,3.0,Phenolic Resin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,BAKELITE SULFONE P-47,BAKELITE SULFONE P-47,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
BECKOLIN 27 MODIF OIL,BECKOLIN 27 MODIF OIL,,11.4,0.0,3.0,18.1,Polyester & Alkyd,Alkyd,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,BECKOLIN 27 MODIF OIL,BECKOLIN 27 MODIF OIL,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PEO 4000 SAMPLES HEATED,PEO 4000 ? SAMPLES HEATED,,22.2,11.2,13.2,17.1,Polyolefin,PEO,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PEO 4000 SAMPLES HEATED,PEO 4000 SAMPLES HEATED,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
CHLORINATED RUBBER,CHLORINATED RUBBER,,18.0,6.0,5.0,7.0,Elastomer,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,CHLORINATED RUBBER,CHLORINATED RUBBER,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
CONOCO H-35 HYDROCARBON M,CONOCO H-35 HYDROCARBON M,,11.4,0.0,3.0,18.1,Natural & Petroleum Resin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,CONOCO H-35 HYDROCARBON M,CONOCO H-35 HYDROCARBON M,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
DAMMAR GUM DEWAXED,DAMMAR GUM DEWAXED,,19.0,2.0,9.0,9.0,Natural & Petroleum Resin,Dammar,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Dammar resin,dammar,dammar varnish; dammer resin,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
EPOCRYL E-11,EPOCRYL E-11 ?,,17.3,12.9,12.1,8.5,Acrylic,Epoxy Acrylate,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,EPOCRYL E-11,EPOCRYL E-11,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
ESTANE X-7 DIOXANE ONLY,ESTANE X-7 ?? DIOXANE ONLY,,19.0,1.8,7.4,1.0,Polyurethane,TPU,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,ESTANE X-7 DIOXANE ONLY,ESTANE X-7 DIOXANE ONLY,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
HEXADECYL MONOESTER TRIME,HEXADECYL MONOESTER TRIME,,19.0,11.6,14.0,11.9,Polyester & Alkyd,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,HEXADECYL MONOESTER TRIME,HEXADECYL MONOESTER TRIME,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
HYDR SPERM OIL WX135,HYDR SPERM OIL WX135,,20.0,4.0,2.0,5.0,Natural & Petroleum Resin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,HYDR SPERM OIL WX135,HYDR SPERM OIL WX135,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
HYPALON 20 CHL SULF PE,HYPALON 20 CHL SULF PE,,17.8,3.2,4.4,4.1,Elastomer,CSM,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Chlorosulfonated polyethylene,chlorosulfonated PE,CSM; CSPE,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
HYPALON 30,HYPALON 30,,17.8,3.4,3.2,5.1,Elastomer,CSM,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Chlorosulfonated polyethylene,chlorosulfonated PE,CSM; CSPE,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
KETONE RESIN S588,KETONE RESIN S588,,18.0,10.8,13.2,12.2,Natural & Petroleum Resin,Ketone Resin,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,KETONE RESIN S588,KETONE RESIN S588,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
SANTOLITE MHP ARYLSULFONA,SANTOLITE MHP ARYLSULFONA,,18.4,12.0,8.4,10.6,Amino Resin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,SANTOLITE MHP ARYLSULFONA,SANTOLITE MHP ARYLSULFONA,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
pTOLSULFONAMIDE-FORMALDEH,pTOLSULFONAMIDE-FORMALDEH,,24.6,18.6,16.4,20.9,Amino Resin,,estimated,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,pTOLSULFONAMIDE-FORMALDEH,pTOLSULFONAMIDE-FORMALDEH,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
VYHH-NIF REPT,VYHH-NIF REPT,,17.4,9.9,6.7,7.5,Vinyl Polymer,PVC,solubility,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,VYHH-NIF REPT,VYHH-NIF REPT,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PVF,PVF? (DMF ONLY GOOD SOLVENT),,17.4,13.7,11.3,2.0,Fluoropolymer,,solubility,low,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PVF,DMF ONLY GOOD SOLVENT,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
PES SOL,PES SOL,,19.6,10.8,9.2,6.2,Polysulfone / PES / PPS,,solubility,high,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PES SOL,PES SOL,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
LARD 37C,LARD 37C,,15.9,1.16,5.41,12.03,Biological & Other,,estimated,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,LARD 37C,LARD 37C,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),true
LARD 23C,LARD 23C,,17.69,2.66,4.36,7.98,Biological & Other,,estimated,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,LARD 23C,LARD 23C,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),true
1%IN WATER -AMINES,1%IN WATER -AMINES,,15.07,20.44,16.5,18.12,Biological & Other,Aqueous,estimated,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,1%IN WATER -AMINES,1%IN WATER -AMINES,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
1%IN WATER +AMINES,1%IN WATER +AMINES,,14.96,18.33,15.15,16.22,Biological & Other,Aqueous,estimated,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,1%IN WATER +AMINES,1%IN WATER +AMINES,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
BLOOD SERUM,BLOOD SERUM,,23.2,22.73,30.6,20.48,Biological & Other,,estimated,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,BLOOD SERUM,BLOOD SERUM,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),true
SUCROSE,SUCROSE,,21.67,26.26,29.62,20.44,Biological & Other,,estimated,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,SUCROSE,SUCROSE,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),true
UREA,UREA,,20.9,18.7,26.4,19.42,Biological & Other,,estimated,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,UREA,UREA,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),true
PSORIASIS SCALES,PSORIASIS SCALES,,24.64,11.94,12.92,19.04,Biological & Other,,estimated,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,,PSORIASIS SCALES,PSORIASIS SCALES,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),true
LIGNIN,LIGNIN,9005-53-2,20.61,13.88,15.25,11.83,Natural & Petroleum Resin,Lignin,estimated,medium,0.9,1,hansen_a2,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,Lignin,lignin,lignosulfonate; technical lignin,,,,,hsp_polymers_8; source=a2only.pdf; OCR corrections applied (Step 0B),false
